date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2023-06-24,2023,6,24,Oceania,New Zealand,Respiratory,Salbutamol,26-45,223,17.55,118,521,0
2023-01-13,2023,1,13,North America,Mexico,Diabetes,Metformin,13-25,197,14.02,189,595,0
2023-01-13,2023,1,13,Africa,Nigeria,Cardiovascular,Amlodipine,46-65,274,27.55,875,157,0
2025-04-04,2025,4,4,North America,Mexico,Cardiovascular,Atorvastatin,65+,153,25.54,1411,668,0
2022-01-06,2022,1,6,Africa,South Africa,Diabetes,Metformin,65+,245,16.67,,79,1
2021-05-06,2021,5,6,Oceania,Australia,Chronic,Omeprazole,46-65,471,35.11,1547,305,1
2020-05-28,2020,5,28,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,13-25,300,30.32,240,965,1
2020-01-02,2020,1,2,South America,Brazil,Respiratory,Salbutamol,13-25,102,19.91,1230,694,1
2024-03-06,2024,3,6,South America,Brazil,Cough_Cold,Cough Syrup,0-12,394,13.93,1521,345,0
2024-03-26,2024,3,26, Europe ,UK,Diabetes,Metformin,26-45,391,13.1,813,109,0
2025-08-08,2025,8,8,South America,Colombia,Cough_Cold,Cough Syrup,26-45,58,10.81,1281,676,0
2024-05-02,2024,5,2,Middle East,UAE,Antibiotic,Azithromycin,26-45,495,29.12,49,449,0
2024-01-24,2024,1,24,East Asia, Japan ,Vitamin,Vitamin C,65+,456,10.52,1557,922,0
2020-06-17,2020,6,17,North America,USA,Antibiotic,Amoxicillin,13-25,183,34.92,189,542,1
2025-09-21,2025,9,21,South Asia,India,Vitamin,Vitamin C,13-25,62,11.97,1038,467,0
2020-02-23,2020,2,23,Africa,Nigeria,Respiratory,Salbutamol,13-25,83,19.13,1013,826,1
2021-11-02,2021,11,2,Africa,South Africa,Cough_Cold,Cough Syrup,26-45,310,11.66,153,861,1
2021-02-26,2021,2,26,East Asia,China,Vitamin,Vitamin C,13-25,458,11.35,99,948,1
2023-11-15,2023,11,15,North America,USA,Diabetes,Metformin,26-45,296,12.83,639,69,0
2021-10-07,2021,10,7,Oceania,Australia,Antibiotic,Azithromycin,26-45,30,26.53,1693,243,1
2021-11-09,2021,11,9,Oceania,Australia,Vitamin,Vitamin C,0-12,53,11.53,1101,556,1
2022-06-30,2022,6,30,East Asia,South Korea,Vitamin,Vitamin C,46-65,35,8.31,348,55,1
2022-02-07,2022,2,7,South America,Brazil,Diabetes,Metformin,46-65,108,15.07,457,236,1
2021-11-13,2021,11,13,East Asia,China,Vitamin,Vitamin C,13-25,116,9.66,487,312,1
2020-10-10,2020,10,10,Oceania,Australia,Respiratory,Salbutamol,0-12,464,20.95,536,520,1
2022-05-06,2022,5,6,Africa,Nigeria,Antibiotic,Amoxicillin,26-45,269,29.76,20,454,1
2020-08-13,2020,8,13,South Asia,India,Chronic,Omeprazole,65+,408,39.72,937,782,1
2020-06-19,2020,6,19,Oceania,Japan,Antibiotic,Amoxicillin,65+,382,27.73,311,287,1
2023-11-04,2023,11,4,Oceania,Australia,Pain_Relief,Paracetamol,13-25,341,9.48,1454,636,0
2021-07-16,2021,7,16,North America,USA,Respiratory,Salbutamol,13-25,280,20.57,484,703,1
2023-12-10,2023,12,10,Africa,South Africa,Antibiotic,Azithromycin,13-25,192,34.85,602,458,0
2020-05-17,2020,5,17,Middle East,UAE,Chronic,Omeprazole,0-12,104,42.87,1750,480,1
9999-99-99,2022,5,7,North America,Canada,Cough_Cold,Cough Syrup,26-45,34,12.78,1932,588,1
2025-10-17,2025,10,17,Africa,South Africa,Antibiotic,Azithromycin,26-45,190,28.75,1080,144,0
2021-10-05,2021,10,5,North America,Mexico, Vitamin ,Vitamin C,13-25,464,11.59,1539,478,1
2025-03-18,2025,3,18,Africa,Nigeria,Chronic,Omeprazole,46-65,418,42.63,356,376,0
2022-10-22,2022,10,22,South America,Argentina,Chronic,Omeprazole,13-25,95,36.34,709,944,1
2025-05-28,2025,5,28,North America,Canada,Diabetes,Metformin,26-45,88,15.57,1125,293,0
2025-03-26,2025,3,26,Middle East,UAE,Diabetes,Metformin,65+,497,13.34,537,757,2
2023-10-24,2023,10,24,North America,USA,Cardiovascular,Atorvastatin,46-65,434,26.07,1414,568,0
2020-07-28,2020,7,28,Africa,South Africa,Antibiotic,Azithromycin,65+,335,24.56,47,833,1
2021-02-11,2021,2,11,South America,Argentina,Vitamin,Vitamin C,0-12,370,8.46,6,175,1
2020-06-13,2020,6,13,North America,USA,Diabetes,Metformin,13-25,252,13.43,1317,1000,1
2021-11-26,2021,11,26,Africa,Nigeria,Vitamin,Vitamin C,46-65,134,9.12,663,118,1
2021-10-23,2021,10,23,South Asia,India,Respiratory,Salbutamol,26-45,62,19.81,989,865,1
2021-07-31,2021,7,31,Middle East,Saudi Arabia,Diabetes,Metformin,0-12,229,16.5,1666,562,1
2021-08-05,2021,8,5,South Asia,Bangladesh, Vitamin ,Vitamin C,13-25,493,10.05,67,970,1
2023-05-24,2023,5,24,South Asia,Bangladesh,Cardiovascular,Atorvastatin,46-65,43,21.91,178,903,0
2025-04-23,2025,4,23,Oceania,Australia,Pain_Relief,Paracetamol,0-12,128,6.78,413,654,0
2022-11-08,2022,11,8,South America,Brazil,Respiratory,Salbutamol,26-45,208,18.04,17,653,1
2023-01-03,2023,1,3,Middle East,Saudi Arabia,Diabetes,Metformin,65+,230,15.76,1555,75,0
2023-01-25,2023,1,25,Africa,South Africa,Chronic,Omeprazole,65+,347,46.08,855,733,0
2024-10-14,2024,10,14,Africa,Nigeria,Cough_Cold,Cough Syrup,26-45,172,10.57,1169,742,0
2025-09-30,2025,9,30,East Asia,South Korea,Chronic,Omeprazole,46-65,342,45.62,29,337,0
2020-04-03,2020,4,3,East Asia,China,Antibiotic,Azithromycin,65+,222,32.44,1583,573,1
2025-12-06,2025,12,6,East Asia,China,Vitamin,Vitamin C,13-25,469,8.56,188,42,0
2021-02-05,2021,2,5,East Asia,Japan,Vitamin,Vitamin C,13-25,178,10.43,1061,51,1
2025-09-26,2025,9,26,East Asia,China,Cardiovascular,Atorvastatin,65+,342,24.19,4,504,0
2020-12-11,2020,12,11,Middle East,Saudi Arabia,Vitamin,Vitamin C,26-45,465,9.82,1285,409,1
2025-06-06,2025,6,6,Africa,South Africa,Diabetes,Metformin,65+,292,13.77,1007,572,0
2025-05-04,2025,5,4,Africa,Nigeria,Respiratory,Salbutamol,46-65,364,22.85,16,288,0
2021-03-14,2021,3,14,North America,USA,Respiratory,Salbutamol,65+,349,16.93,47,87,1
2022-06-16,2022,6,16,South America,Argentina,Respiratory,Salbutamol,0-12,302,19.27,927,754,1
2025-12-04,2025,12,4,South America,Argentina,Cough_Cold,Cough Syrup,13-25,176,10.69,1403,944,0
2024-06-27,2024,6,27,Africa,South Africa,Vitamin,Vitamin C,0-12,428,10.25,1076,705,0
2020-07-31,2020,7,31,Middle East,Saudi Arabia,Antibiotic,Azithromycin,65+,248,32.16,901,807,1
2023-05-13,2023,5,13,Africa,South Africa,Cardiovascular,Amlodipine,0-12,265,20.07,1243,670,0
2022-07-08,2022,7,8,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,84,8.6,781,871,1
2024-02-14,2024,2,14,South Asia,Bangladesh,Cough_Cold,Cough Syrup,46-65,358,13.3,27,929,0
2023-02-11,2023,2,11,Europe,France,Cardiovascular,Amlodipine,65+,440,24.75,842,867,0
2023-07-17,2023,7,17,North America,USA,Chronic,Omeprazole,46-65,150,35.28,1304,651,0
2025-06-20,2025,6,20,South America,Brazil,Diabetes,Metformin,46-65,192,15.24,216,103,0
2023-02-11,2023,2,11,South America,Colombia,Cardiovascular,Atorvastatin,26-45,97,20.38,714,398,0
2023-04-23,2023,4,23,East Asia,South Korea,Chronic,Omeprazole,65+,248,34.61,1474,676,0
2025-01-14,2025,1,14,East Asia,China,Vitamin,Vitamin C,0-12,161,10.54,1411,437,0
2025-03-26,2025,3,26,South America,Brazil,Diabetes,Metformin,46-65,246,15.86,697,814,0
2024-10-02,2024,10,2,North America,USA,Diabetes,Metformin,26-45,39,12.32,489,745,0
2022-06-08,2022,6,8,Middle East,Saudi Arabia,Vitamin,Vitamin C,NULL,190,9.32,1125,630,1
2020-10-28,2020,10,28,South America,Argentina,Vitamin,Vitamin C,13-25,235,10.7,40,140,1
2025-11-13,2025,11,13,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,46-65,491,26.23,717,759,0
2021-07-04,2021,7,4, South America ,Colombia,Chronic,Omeprazole,26-45,438,35.52,728,292,1
2020-06-26,2020,6,26,South America,Colombia,Chronic,Omeprazole,13-25,258,38.84,985,34,1
2023-01-31,2023,1,31,Middle East,UAE,Vitamin,Vitamin C,26-45,62,8.4,1552,314,0
2025-01-21,2025,1,21,North America,Mexico,Cough_Cold, Cough Syrup ,0-12,107,10.57,558,44,0
2020-04-18,2020,4,18,North America,Mexico,Cardiovascular,Atorvastatin,0-12,346,24.24,1729,515,1
2020-03-10,2020,3,10,Oceania,New Zealand,Diabetes,Metformin,65+,497,17.66,1080,478,1
,2021,2,7,Oceania,New Zealand,Diabetes,Metformin,65+,307,17.07,506,110,1
2021-06-03,2021,6,3,North America,Canada,Chronic,Omeprazole,26-45,157,46.19,357,677,Yes
2024-11-03,2024,11,3,North America,Mexico,Chronic,Omeprazole,0-12,24,34.5,758,141,0
2023-05-12,2023,5,12,Middle East,Saudi Arabia,Respiratory,Salbutamol,26-45,300,23.0,1719,328,0
2021-02-22,2021,2,22,Europe,UK,Cough_Cold,Cough Syrup,13-25,489,11.47,44,70,1
2023-11-25,2023,11,25,South America,Brazil,Chronic,Omeprazole,0-12,477,44.93,910,481,0
2025-08-01,2025,8,1,South America,Colombia,Cardiovascular,Amlodipine,13-25,74,23.5,,289,0
2025-05-18,2025,5,18,Oceania,New Zealand,Diabetes,Metformin,46-65,40,12.2,481,96,0
2022-08-22,2022,8,22,Oceania,Australia,Respiratory,Salbutamol,26-45,250,16.69,30,739,1
2020-04-20,2020,4,20,Europe,Germany,Vitamin,Vitamin C,26-45,342,10.95,1054,832,1
2020-11-15,2020,11,15,South America,Argentina,Vitamin,Vitamin C,13-25,118,9.43,1273,207,1
2020-06-16,2020,6,16,North America,Canada,Diabetes,Metformin,0-12,394,17.52,138,149,1
2023-07-20,2023,,20,North America,USA,Chronic,Omeprazole,65+,68,45.83,1623,446,0
2024-12-20,2024,,20,North America,USA,Antibiotic,Azithromycin,26-45,262,24.93,22,386,0
2021-06-26,2021,6,26,Middle East,UAE,Diabetes,Metformin,46-65,170,14.71,1316,411,1
2023-10-31,2023,10,31,North America,Mexico,Vitamin,Vitamin C,65+,244,9.4,157,655,0
2022-09-28,2022,9,28,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,173,9.52,1051,522,1
2024-06-15,2024,6,15,North America,Canada,Cough_Cold,Cough Syrup,26-45,53,13.79,1241,963,0
2022-01-25,2022,1,25,Oceania,Argentina,Respiratory,Salbutamol,13-25,48,19.33,1211,982,1
2025-06-07,2025,6,7,Europe,Germany,Vitamin,Vitamin C,65+,122,8.58,1252,967,0
2021-05-05,2021,5,5,Oceania,New Zealand,Respiratory,Salbutamol,13-25,158,16.1,1465,41,1
2025-08-26,2025,8,26,East Asia,Japan,Cough_Cold,Cough Syrup,13-25,467,11.68,465,949,0
2023-11-06,2023,11,6,South Asia,India,Cardiovascular,Atorvastatin,46-65,222,23.37,1384,627,0
2023-01-17,2023,1,17,East Asia,China, Diabetes ,Metformin,65+,482,,752,253,0
2022-05-31,2022,5,31,Europe,Italy,Diabetes,Metformin,26-45,268,14.41,162,473,1
2024-03-09,2024,3,9,Oceania,New Zealand,Vitamin,Vitamin C,13-25,111,8.2,1539,381,0
2020-09-08,2020,9,8,Africa,Nigeria,Diabetes,Metformin,65+,111,14.8,65,180,1
2025-02-18,2025,2,18,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,13-25,465,13.55,719,757,0
2020-12-28,,12,28,Europe,Germany,Vitamin,Vitamin C,13-25,162,9.42,691,534,1
2024-02-19,2024,2,19,Europe,France,Vitamin,Vitamin C,13-25,377,9.97,187,318,0
2020-02-28,2020,2,28,South America, Argentina ,Antibiotic,Azithromycin,13-25,408,27.34,1066,695,1
2022-03-10,2022,3,10,South America,Colombia,Pain_Relief,Paracetamol,46-65,69,8.44,1714,191,1
2025-08-25,2025,8,25,South Asia,India,Cough_Cold,Cough Syrup,0-12,483,12.78,262,152,0
2024-02-20,2024,2,20,Oceania,Australia,Cough_Cold,Cough Syrup,0-12,490,9.78,819,124,0
2025-11-30,2025,11,30,South Asia,Bangladesh,Pain_Relief,Ibuprofen,26-45,472,6.85,1151,256,0
2023-01-16,2023,1,16,Oceania,Australia,Cough_Cold,Cough Syrup,65+,33,12.2,654,791,0
2021-05-02,2021,5,2,Middle East,UAE,Vitamin,Vitamin C,13-25,490,9.47,1066,38,1
2023-05-10,2023,5,10,Europe,France,Pain_Relief,Ibuprofen,26-45,329,6.64,123,961,0
2025-07-14,2025,7,14,South Asia,India,Cardiovascular,Atorvastatin,65+,326,20.71,22,739,0
2020-03-23,2020,3,23,North America,Canada,Vitamin,Vitamin C,65+,322,11.85,1593,-38,1
2025-03-20,2025,3,20,South Asia,India,Antibiotic,Azithromycin,13-25,124,32.68,1192,758,0
2024-07-31,2024,7,31,Oceania,New Zealand,Vitamin,Vitamin C,13-25,431,10.8,213,986,0
2022-08-23,2022,8,23,Oceania,Australia,Vitamin,Vitamin C,65+,75,9.8,1332,33,1
2024-02-24,2024,2,24,Middle East,UAE,Cough_Cold,Cough Syrup,0-12,453,12.59,33,489,
2022-12-28,2022,12,28,North America,Mexico,Cardiovascular,Amlodipine,26-45,167,23.71,984,465,1
2021-04-14,2021,4,14,North America,Mexico,Cough_Cold,Cough Syrup,0-12,476,11.31,242,927,1
2021-06-29,2021,6,29,East Asia,Japan,Cardiovascular,Amlodipine,65+,471,25.46,1486,135,1
2023-07-02,2023,7,2,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,353,11.09,68,191,0
2020-01-15,2020,1,15,North America,Mexico,Antibiotic,Azithromycin,46-65,239,29.29,1476,533,1
2024-11-26,2024,11,26,North America,Canada,Respiratory,Salbutamol,65+,162,17.54,906,722,0
,2022,3,28,South Asia,Bangladesh,Antibiotic,Amoxicillin,26-45,91,29.55,687,112,1
2021-10-31,2021,10,31,East Asia,China,Cardiovascular,Amlodipine,26-45,238,24.44,1170,129,1
2025-08-28,2025,8,28,North America,Mexico,Pain_Relief,Paracetamol,65+,42,9.51,1757,995,0
2025-01-29,2025,1,29,South Asia,Bangladesh,Diabetes,Metformin,46-65,213,13.97,667,472,0
2025-05-09,2025,5,9,Africa,South Africa,Respiratory,Salbutamol,46-65,454,17.39,1476,524,0
2022-07-06,2022,7,6,Africa,South Africa, Cardiovascular ,Amlodipine,65+,339,29.46,1543,732,1
2021-03-24,2021,3,24,South Asia,Bangladesh,Cough_Cold,Cough Syrup,0-12,34,11.51,1049,166,1
2022-04-09,2022,4,9,North America,USA,Chronic,Omeprazole,46-65,290,36.48,1482,75,1
2024-01-03,2024,1,3,Middle East,UAE,Chronic,Omeprazole, 26-45 ,457,39.26,276,121,0
2025-08-16,2025,8,16,East Asia,Japan,Pain_Relief,Ibuprofen,26-45,272,8.08,492,542,0
2022-01-12,2022,1,12,East Asia,China,Respiratory,Salbutamol,13-25,210,21.11,1314,357,1
2023-04-27,2023,4,27,Europe,France,Diabetes,Metformin,13-25,135,17.77,436,785,0
2024-03-19,2024,3,19,North America,Mexico, Cough_Cold ,Cough Syrup,0-12,200,11.74,94,106,0
2024-01-02,2024,1,2,Europe,Italy,Diabetes,Metformin,65+,275,13.95,1040,67,0
2024-02-22,2024,2,22,Europe,UK,Cardiovascular,Amlodipine,65+,50000,10000,1542,58,0
2024-06-10,2024,6,10,North America,Canada,Diabetes,Metformin,65+,496,14.64,721,643,0
2022-02-06,2022,2,6,Europe,Germany,Diabetes,Metformin,65+,248,14.11,1686,59,1
2025-02-12,2025,2,12,South America,Brazil,Pain_Relief,Ibuprofen,26-45,238,7.7,454,374,0
2021-11-17,2021,11,17,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,13-25,98,13.47,1447,865,1
2023-03-02,2023,3,2,North America,Canada,Chronic,Omeprazole,46-65,367,39.3,626,580,0
2021-09-11,2021,9,11,Africa,Nigeria,Vitamin,Vitamin C,65+,240,10.61,935,354,1
2025-10-25,2025,10,25,North America,USA,Cardiovascular,Amlodipine,65+,40,25.09,1629,523,0
2020-04-05,2020,4,5,Middle East,Saudi Arabia,Diabetes,Metformin,65+,156,17.56,1581,913,1
2020-03-19,2020,3,19,Europe,France,Respiratory,Salbutamol,65+,37,21.46,1462,202,1
2022-01-26,2022,1,26,Africa,South Africa,Diabetes,Metformin,13-25,452,13.36,81,819,1
2021-04-20,2021,4,20,South America,Colombia,Pain_Relief,Ibuprofen,13-25,158,8.01,202,799,1
2025-12-21,2025,12,21,Africa,Nigeria, Diabetes ,Metformin,65+,54,17.32,314,526,0
2022-04-19,2022,4,19,South America,Argentina,Diabetes,Metformin,65+,453,16.59,1203,300,1
2025-12-03,2025,12,3,Oceania,Australia,Cardiovascular,Amlodipine,65+,56,20.13,1197,924,0
2021-05-22,2021,5,22,North America,Canada,Diabetes,Metformin,65+,404,14.01,1195,322,1
2023-09-03,2023,9,3,Oceania,New Zealand,Diabetes,Metformin,65+,148,17.12,377,734,0
2020-06-17,2020,6,17,East Asia,Japan,Vitamin,Vitamin C,0-12,119,10.54,9,450,1
2025-12-01,2025,12,1,Europe,France,Diabetes,Metformin,46-65,418,14.49,1567,164,0
2023-05-28,2023,5,28,East Asia,Japan,Cough_Cold,Cough Syrup,13-25,217,14.3,1461,321,0
2022-01-14,2022,1,14,Oceania,New Zealand,Vitamin,Vitamin C, 46-65 ,155,9.79,1850,464,1
2025-02-16,2025,2,16,North America,USA,Respiratory,Salbutamol,13-25,84,23.29,1749,718,0
2022-06-26,2022,6,26,Middle East,UAE,Respiratory,Salbutamol,0-12,188,23.25,589,868,1
2021-01-05,2021,1,5,South America,Colombia,Vitamin,Vitamin C,65+,430,8.21,324,632,1
2022-07-01,2022,7,1,South Asia,Bangladesh,Vitamin,Vitamin C,65+,264,10.11,82,945,1
2024-09-14,2024,9,14, South America ,Colombia,Chronic,Omeprazole,46-65,492,34.24,46,779,0
2020-09-10,2020,9,10,Oceania,Australia,Cough_Cold,Cough Syrup,26-45,494,12.58,272,676,1
2020-02-10,2020,2,10, East Asia ,South Korea,Vitamin,Vitamin C,13-25,210,11.66,1346,163,1
2022-10-26,2022,10,26,South Asia,Bangladesh,Antibiotic,Amoxicillin,13-25,117,27.48,1709,826,1
2023-02-09,2023,2,9,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,26-45,144,26.19,109,586,0
2024-08-26,2024,8,26,East Asia,China,Chronic,Omeprazole,13-25,286,35.88,25,850,0
2021-04-15,2021,4,15,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,0-12,60,34.84,406,769,1
2025-04-18,2025,4,18,East Asia,South Korea,Antibiotic,Amoxicillin,65+,203,35.91,49,326,0
2022-05-01,2022,5,1,Africa,South Africa,Diabetes,Metformin,26-45,330,14.92,22,459,1
,2022,12,23,South America,Colombia,Antibiotic,Amoxicillin,46-65,27,34.18,1105,375,1
2023-11-25,2023,11,25,Africa,South Africa,Cardiovascular,Atorvastatin,26-45,30,22.64,303,312,0
2024-10-02,2024,10,2,South Asia,India,Cough_Cold,Cough Syrup,65+,349,11.38,430,417,0
2024-12-15,2024,12,15,Africa,Nigeria,Diabetes,Metformin,26-45,415,17.92,813,855,0
2025-08-12,2025,8,12,North America,Mexico,Antibiotic,Azithromycin,0-12,344,32.84,43,523,0
2021-04-29,2021,4,29,East Asia,Japan,Respiratory,Salbutamol,13-25,353,23.36,504,468,1
2021-04-08,2021,4,8,Africa,Nigeria,Respiratory,Salbutamol,26-45,315,17.61,716,832,1
2025-12-25,2025,12,25,Africa,South Africa,Diabetes,Metformin,13-25,59,12.87,90,48,0
2024-04-12,2024,4,12,East Asia,Japan,Cough_Cold,Cough Syrup,0-12,185,14.36,663,944,0
2025-03-16,,3,16,Oceania,New Zealand,Pain_Relief, Paracetamol ,0-12,234,8.68,160,315,0
2021-12-07,2021,12,7,Oceania,Australia,Antibiotic,Amoxicillin,65+,311,25.04,287,739,1
2021-03-13,2021,3,13,Europe,Italy,Antibiotic,Azithromycin,46-65,352,28.4,943,783,1
2021-04-25,2021,4,25,South Asia,Bangladesh,Chronic,Omeprazole,65+,200,39.33,1532,68,1
2023-06-09,2023,6,9,North America,USA,Vitamin,Vitamin C,0-12,177,9.7,834,321,0
,2023,1,16,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,0-12,382,27.32,717,786,0
2020-04-12,2020,4,12,North America,Mexico,Antibiotic,Amoxicillin,46-65,231,24.01,1581,534,1
2022-03-05,2022,3,5,Oceania,Australia,Vitamin,Vitamin C,65+,73,10.31,1619,69,1
2024-11-24,2024,11,24,Europe,Germany,Chronic,Omeprazole,65+,388,40.1,1047,269,0
2021-05-09,2021,5,9,Oceania,Australia,Diabetes,Metformin, 26-45 ,462,12.95,810,325,1
2025-11-21,2025,11,21,North America,Mexico,Respiratory,Salbutamol,13-25,370,22.35,13,866,0
2025-03-20,2025,3,20,Middle East,Saudi Arabia,Vitamin,Vitmin C,26-45,172,11.22,508,213,0
2023-06-29,2023,6,29,North America,Mexico,Chronic,Omeprazole,26-45,41,40.71,402,850,0
2020-04-05,2020,4,5,Oceania,Australia,Diabetes,Metformin,26-45,29,13.94,426,517,1
2021-05-30,2021,5,30,Europe,Germany,Vitamin,Vitamin C,46-65,410,8.68,333,612,1
,2020,3,30,Africa,Nigeria,Cough_Cold,Cough Syrup,0-12,391,13.97,596,954,1
2024-09-07,2024,9,7,Europe,UK,Pain_Relief,Ibuprofen,0-12,454,6.76,13,472,0
2022-10-03,2022,10,3,Europe,Germany,Respiratory,Salbutamol,26-45,396,23.8,1494,717,1
2020-10-29,2020,10,29,Africa,South Africa,Antibiotic,Amoxicillin,65+,404,33.45,1176,556,1
2024-02-28,2024,2,28,Middle East,UAE,Cough_Cold,Cough Syrup,13-25,199,14.21,1564,684,0
2022-02-25,2022,2,25,North America,Canada,Antibiotic,Amoxicillin,65+,102,27.33,868,505,1
2020-12-29,2020,12,29,South America,Argentina,Vitamin,Vitamin C,46-65,178,10.24,1663,231,1
2020-05-27,2020,5,27,Europe,France,Vitamin,Vitamin C,0-12,317,9.98,1265,772,1
2025-06-03,2025,6,3,South Asia,Bangladesh,Diabetes,Metformin,46-65,375,13.57,1293,603,0
2021-06-29,2021,6,29,Oceania,Australia,Antibiotic,Amoxicillin,0-12,362,27.72,271,268,1
9999-99-99,2025,2,28,East Asia,China,Antibiotic,Amoxicillin,0-12,144,33.83,943,461,0
2022-02-17,2022,2,17,North America,USA,Cardiovascular,Atorvastatin,13-25,347,28.44,1140,858,1
2025-05-20,2025,5,20,Oceania,Australia,Vitamin,Vitamin C,13-25,381,-10.58,1375,187,0
2022-06-07,2022,6,7,Oceania,New Zealand,Respiratory,Salbutamol,13-25,494,23.11,401,831,1
2023-09-21,2023,9,21,South Asia,Bangladesh,Vitamin,Vitamin C,NULL,283,8.54,667,257,0
2020-02-21,2020,2,21,South America,Brazil,Respiratory,Salbutamol,13-25,99,19.74,803,432,1
2022-11-09,2022,11,9,East Asia,South Korea,Respiratory,Salbutamol,26-45,405,18.98,24,861,1
2022-12-11,2022,12,11,Europe,UK,Cough_Cold,Cough Syrup,13-25,88,14.31,263,971,1
2021-11-22,2021,11,22,Oceania,New Zealand,Cardiovascular,Atorvastatin,0-12,341,22.69,1259,68,1
2020-12-01,2020,12,1,Africa,South Africa,Antibiotic,Azithromycin,0-12,242,24.05,28,800,1
2020-08-31,2020,8,31,North America,USA,Diabetes,Metformin,46-65,417,16.43,-574,395,1
2020-09-17,2020,9,17,East Asia,Japan,Chronic,Omeprazole,46-65,305,43.67,377,841,1
2025-08-09,2025,8,9,Africa,South Africa,Pain_Relief,Paracetamol,0-12,360,7.99,47,773,0
2022-04-29,2022,4,29,East Asia,Japan,Chronic,Omeprazole,46-65,382,38.22,28,677,1
2021-01-17,2021,1,17,South Asia,India,Respiratory,Salbutamol,65+,266,23.95,761,653,1
2025-07-21,2025,7,21,North America,Mexico,Diabetes,Metformin,65+,88,17.62,1820,744,0
2023-02-14,2023,2,14,Oceania,New Zealand,Vitamin,Vitamin C,65+,264,9.53,1355,411,0
2024-02-06,2024,2,6,North America,USA,Diabetes,Metformin,46-65,145,13.41,1825,971,0
2024-02-13,2024,2,13,East Asia,South Korea,Antibiotic,Amoxicillin,0-12,149,33.92,1616,552,0
2020-06-08,2020,6,8,South America,Brazil,Cardiovascular,Amlodipine,26-45,406,28.97,1023,564,1
2021-08-30,2021,8,30,Oceania,Australia,Vitamin,Vitamin C,26-45,261,8.76,1416,318,1
2023-07-29,2023,7,29,Africa,Nigeria,Vitamin,Vitamin C,26-45,77,8.23,914,75,0
2024-04-04,2024,4,4,South Asia,Bangladesh,Cardiovascular,Amlodipine,46-65,338,20.12,1622,707,0
2021-10-17,2021,10,17,South America,Colombia,Vitamin,Vitamin C,65+,424,10.38,976,532,1
2022-08-08,2022,8,8,East Asia,South Korea,Pain_Relief,Ibuprofen,26-45,12,7.42,1631,744,1
2021-12-21,2021,12,21,Oceania,Australia,Respiratory,Salbutamol,26-45,33,23.23,1265,702,1
2022-09-10,2022,9,10,Oceania,Australia,Cardiovascular,Atorvastatin,65+,24,29.0,1442,186,1
2021-08-28,2021,8,28,Europe,Germany,Cough_Cold,Cough Syrup,26-45,401,10.21,451,231,1
2023-08-15,2023,8,15,Middle East,Saudi Arabia,Chronic,Omeprazole,13-25,79,40.41,712,-50,0
2025-11-04,2025,11,4,Africa,South Africa,Chronic,Omeprazole,26-45,287,46.96,1583,320,0
2021-06-10,2021,6,10,Europe,France,Cardiovascular,Amlodipine,65+,118,20.28,1200,628,1
2025-05-08,2025,5,8,Africa,Nigeria,Cough_Cold,Cough Syrup,0-12,39,11.31,1104,884,0
2021-11-16,2021,11,16,North America,USA,Diabetes,Metformin,46-65,269,15.54,354,35,1
2023-12-23,2023,12,23,Middle East,UAE,Respiratory,Salbutamol,46-65,463,18.69,443,828,0
2023-09-20,2023,9,20,South Asia,India,Respiratory,Salbutamol,65+,,19.52,605,521,0
2024-04-30,2024,4,30,North America,USA,Chronic,Omeprazole,65+,88,41.84,152,238,0
2021-05-31,2021,5,31,Europe,UK,Chronic,Omeprazole,65+,278,44.57,1413,750,1
2021-12-23,2021,12,23,Africa,Nigeria,Diabetes,Metformin,0-12,314,17.55,1427,90,Yes
2023-11-20,2023,11,20,Africa,Nigeria,Cardiovascular,Amlodipine,26-45,343,25.64,1178,403,0
2022-03-06,2022,3,6,Africa,South Africa,Antibiotic,Azithromycin,46-65,198,28.28,1619,335,1
2023-07-16,2023,7,16,Europe,Italy,Vitamin,Vitamin C,65+,201,11.29,57,702,0
